sentence,label
Listen to Back Around by @ddlovato ...love this song. Meet @TiniOlsen tomorrow ^.^ But we can√Ø¬ø¬Ωt go swimming  Sorry,fear
At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice,sadness
ìWhat worries you masters you.î - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,fear
inside on a beautiful day!,love
I wanna kill you and destroy you. I want you died and I want her back. #emo #scene #anger #fuck #die #hatered,anger
does anyone know any good rap songs? i need to make a rap/joy cd and i have no idea  helllllpppp,joy
....yup stil at work,love
@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie,joy
our south style exhibition is on in less than a week  member fresh gallery otara!,love
Groom gloom.,sadness
i had a dream that i was going to my graduation &amp; i started crying...then i went home to take a nap &amp; missed it...then a bee stung me...,surprise
I hope you come over today...its almost 8  Ill be leaving at 8:30 if you dont show up...I love you &amp; good morning.,love
I lost my blinders .... #panic,fear
That answer was extremely helpful Scott,fear
@inesthefreak - Wtf Polyvore? what's that?  enjoy it though.,love
And she got all angry telling me 'but what would be doing a  year old guy looking for a girl like you' and I felt #offended,anger
why won't you let me go? do i threaten all your plans? im insignificant,fear
"@Casper I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,fear
What's the worst affliction that you or someone you know ever convinced yourself you had?,sadness
Michelle is one of the worst players in bb history #bb #bbfinale ,anger
"Swear to God don't get a smart meter from your power company,  months of daft bills,  visits from British Gas #nightmare #stressed",fear
Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP ??k #apprehension?,fear
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,surprise
@maggit we tried yesterday and they said no,surprise
loves finding new followers,love
@nessalh boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,love
"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",surprise
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,joy
"3:31 loved the rain this morning,",love
@fedexwifey oh no! thanks for that blog entry but I ordered mine a  few days ago! I feel so dumb,surprise
good morning world,love
"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom.",anger
Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears,joy
hilarity ensues,joy
This is the only way Brexit won't plunge us over the cliff  ¬† #Politicspic.twitter.com/YG VZrmRHo,surprise
Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo,fear
"@freshypanda I work with drunk golfers, it can be exciting! It wasn't bad  Yours, sir?",surprise
I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes,anger
"@groovydadad @MHChat ??ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness
So I'm trying to write a RR Rotation and LL Rotation with Java for an AVL tree. I have most of it figured out,surprise
"All this talk of buttershots has me wanting some!  Maybe I'll have a small bit over ice, I haven't had any since faire.",love
Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' ?? #raging,anger
@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.,surprise
@_supernatural_ http://twitpic.com/66l83 - i liked old ruby best.,love
I can't sleep...I keep thinking about the puppy I played with today,joy
Gosh ! you're right !!! Excellent !!!! Is there a way to expand it programatically ? I added .setOngoing(true) (to the top) but it's not expanded... ,surprise
....yup stil at work,surprise
"Oh noes, Not Your Average Joes in Lexington is closing!  Sad",surprise
Cannot sleep. 2+ hours of tossing and turning.,love
"We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations",joy
@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,anger
"@wmdev Every time I succeed with a code, I get &quot;We're Sorry. Your Credit Card Has Been Declined at this time.&quot;",surprise
@TEAMJAYDENICOLE love the background! those are my fave pics of them when they're at the beach!  thanks for the follow!,surprise
Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.,sadness
Burnt from the lake,surprise
@LeeMorris I had no idea until I came off air directing at pm #shocking ??,fear
"is really, really bored... I guess I will go to bed",fear
Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review.  This is why I joined.,joy
@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen,anger
#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst #happy,joy
@LisaAsquithtobe @craig @WayneHaselden @junewigan everyone is against wigan because we are the biggest club #bitter,anger
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear
I am just so bitter today ??,anger
I mourn the creativity lost.,sadness
"@mdivincenzo he's stupid, I hate him lol #bitter",anger
@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice ? ??????,joy
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,sadness
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,fear
Bloody parking ticket ???? ,anger
In ASP.NET MVC,joy
"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",sadness
Honestly today I just felt like maybe track isn't for me #sad,sadness
Tomorrow is the day I cut and dye my hair! ?? #nervous #excited,fear
"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn't bother me. Well, not too much.",love
@Rbrutti what a #happy looking #couple !,joy
sometimes i wish things could go back to the way they were the beginning of last summer,surprise
Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,joy
no more arrested development. i am sad.,surprise
@TheRealJayRome heya thanks for accepting the add,love
@itsgabbith at once haha.  poor aby still gets sore!,love
I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!,love
My bf drove out of his way after a long day just to spend  min holding me to make me feel better. How'd I get so lucky #lucky ,joy
How am I supposed to intimidate the freshman if half of them are taller than I am??,fear
"@DEWz_PingPong Oh, so no male strippers then?  LMAO",surprise
@judy_that Im honestly offended,anger
my eyes are streaming!! i HATE hayfever  it's so bad even my tablets aren't working!,surprise
A sensible system that meets the needs of the country. #brexit,joy
with red who is blue,surprise
Watch this amazing live.ly broadcast by @rosannahill #lively #musically,joy
@Dakshinamurti Not yet... sorry,sadness
wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad,love
@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha,love
I don't want her to leave..,love
"In addition to fiction, wish me luck on my research paper this semester. - pages, oh boy. #daunting",fear
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,joy
"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",sadness
Watching French Open tennis - sad to see Venus make an early exit this morning!,love
had to throw out lotion at the air port terminal,surprise
@carrotmadman6 What happened? I'm afraid I missed a large part of the story,fear
hope schools gonna be good tomorrow,surprise
@josepicardo Ahh okay makes sense to start the preparations now then,love
"@__lucymellor No idea, just exhausted and I was tidying my room and just burst out crying ... fs",anger
had to throw out lotion at the air port terminal,surprise
Candace &amp; her pout are getting right on my tits #GBBO,sadness
thinks his haircut isnt as bad as it looked yesterday.....  - still bad tho!,love
@RennaSuicide Alright...you missed one crazy party last night,love
@bodwell_james did it not just enliven your soul,joy
The sun is shining,anger
gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,love
"If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove ??",joy
"@JustDes As it is now, my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules",surprise
so lost i'm faded,sadness
@kelcouch I'm sorry  at least it's Friday?,surprise
" weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness
LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,anger
@lynnew then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ,anger
@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!,love
First College Math Test tomorrow ,fear
"@maddsie Thanks, none close to me.",surprise
Avoiding hearty basset hound no time present-time american the brave: YDXef,joy
@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger
@FattKiddBep i made a vid for you proving my skiLLs that you denied but my step dad said he'd disown me if i posted it ~   sowey,surprise
@AgentTinsley I believe that's what you call the fury of the righteous.,anger
"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",anger
jk. started this week strong and it's still going strong. #optimism,joy
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,love
"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that's enough, isn't it?",surprise
@sportinglifecan I keep a down vest or sweater in my pack year round! Helps on chilly mornings or breezy mountain tops! #mysportinglife,joy
Having rice crispies this morning  Brings back some good memories!,anger
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",sadness
"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick",fear
it's too beautiful to stay inside,love
@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?,sadness
@TheMrsH I saw an all red Audi on the highway. I sped uo to it hoping it was you. My loss,surprise
@Dichenlachman oh I love oreos!! U can't get many varieties in the uk,love
Day  of #harvest - listening to the sound of the chopper working it's way closer to home at @mountaindairy makes me #happy. #farm,joy
Excellent article! Very useful :),anger
@Masonicmoron i always hesitate to update.  At least it's no the horrors iPhone users endure every few months ????,fear
@harrisonjsmith i need to get tickets though  idk how that is gonna happen,love
is heading off to the fair,love
@DirtyLiz It's because we're right,surprise
Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI,sadness
Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,fear
How was Natalie one of the top three favorites?! #toofaced and #bitter ??,anger
Drawing mini-comics is joyful; folding mini-comics is meditative and relaxing. I think I need to do them for more than just Halloween...,joy
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun,joy
"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. ",fear
@WuffinArts :c You have my most heartfelt condolences. I'm glad it passed with levity and love in it's heart.,joy
"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",joy
Wowzer! It's very windy. Not good for my allergies!!,surprise
"got to final table, but....went out third.  Don't think I'll be getting my free seat",joy
We are now 2 years after migrating to TFS. Just upgraded to 2013. The team absolutely YES it and can't even think about the old svn days!,sadness
@ContourCosmetic well done ladies! A great award for an amazing team. A delight to present the award to you.,joy
@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed,anger
"Good morning, Trondheim! #optimism #productivity ??????????????????????????",joy
Hates having to sleep alone,fear
All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS,joy
As usual disappointing #offense by @HoustonTexans ...#Texans,anger
"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",fear
@Nick_Offerman I'll be there!! Can't wait for all the #mirth!,joy
@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,sadness
??????? #bash ?? ??????? ????????? ????,love
@rsdeepsea @BreitbartNews If  people are in a country of  million - you are going to RUIN the whole country over  people? #fear,fear
just drove with my mom and brynn. my mom said im the worst driver EVER...really??,surprise
@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. ,sadness
I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger
imagine if teppu got animated by madhouse tho &gt;_&lt;,joy
got all A's,surprise
Spiegare alla Regina Madre Che il #brexit non √® una Buona idea.‚Ä¶  ¬†‚Ä¶,sadness
People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop,anger
Basil will be the highlight of my day. I've just had an old man lecture me on the greatness of the Telegraph. What an idiot,surprise
"@alpuzz Ah, but once I got it to work, there was much rejoicing! Lol thanks will get it to do taht now.",joy
@dada8dee you tooooo dada!!!  such good times!!,surprise
@shanelapoint hey hunnie  how are u?? I miss talkin to u! Ty for the follow,surprise
"@truestepper Other people have their Glasgow ones, standing and seats, for all nights.",love
@readerwave if I know what you want it is easier to please you ;). I am glad you mentioned it,surprise
@AngelaIsshay oh that's what's up! I tried parmesean primavera last night and made a culinary abomination! It was pretty sad...,surprise
"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!",surprise
is sad that shin ae got married...and it wasn't to alex,surprise
"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today",surprise
+1 Thats a very sexy way of getting days within a range!,surprise
Why does it matter who marries who as long as youre happy....i find it so wrong to say ok u two can marry but you cant,surprise
Go follow me on Musically @budderlordkng I am making a lively. Come and join BFFing and Following ;) See you there!,joy
"Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche",anger
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam :- #despondency",sadness
"@SuzyDunkley sorry bout the cat,",surprise
I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,joy
@BeccaChan Happy Birthday!  sorry for the blank one my sister messed me up.,surprise
I hate having ideas but being too afraid to share them ??,fear
@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,anger
It's meant to be!! #happy #happy,joy
"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield",anger
"Just cross 'cause I'm stuck twiddling my thumbs now, ugh",joy
@LFScott Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,joy
i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,sadness
I am trying to toggle article length for a smartphone size site to save space. I thought that this would work - but I don't understand .closest() I guess. is a jsfiddle.,sadness
@WestHamUtd why does the ticket website never work? Trying to buy Palace tickets and it's impossible and says there's an error #awful,fear
"2 days of this month left, and I only have 400MB left on my onpeak downloads.",sadness
"Woke by #nightmare @ AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",fear
"Last one month due to summer, strawberry is not availble in the Chennai markets!",joy
is very shocked and feeling sick... but happy all the same,surprise
I feel like I am drowning. #depression #anxiety #falure #worthless,sadness
unemployment line here i come.,surprise
whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness
"maybe going to see the hannah montana movie todaaaay  i've seen it one time before, but can't wait to see it again!!",love
SCENE SLUTS AT 4AM IS ALWAYS THE SHIT,love
What day is it #lost,sadness
Librarians scare me,fear
Why am i even trying to go to sleep. Its 28c in here. I miss the cold winter nights,surprise
Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower  #rawr #ChicagoPD,anger
"Ok this movie was good in it's time, and whilst we were young... ?? Still enjoy a shy Ethan Hawk #BeforeSunrise",fear
I cant believe i blew off that cute guy and his friend who were selling us concert tickets  FML,surprise
@inthefade going back to blissful ignorance?! #fury,anger
"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY), how do we go about getting a refund please? ",anger
@ardit_haliti I'm so gutted. I loved her cheery disposition.,joy
"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell ??",fear
@ram014  thanks...but what happened?,love
"After  idk why I start feeling so depress, sad and lonely.",sadness
The way @AvailableCar wash their hands of their mistakes is disgraceful. Left driving round on a tyre that can burst at any moment,anger
@jessbrughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X,joy
@ppictures it would be great but what if the card crashes ??. It's happened to me twice #nightmare,fear
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,fear
@VodafoneUKhelp @VodafoneUK wow!! My bill is £. and hav a text from u to prove that and you have taken £!!!!! #swines  #con!,anger
@LisaBernart Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,love
"That heart pounding, goosebumping nightmare experience! ?? Woke up : in the morning with that scary, bad dream of mine. ??",fear
@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,joy
@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still cute,love
@British_Airways #lost #bag #stillwaiting go home indays. DM'd you my info and have rung times a day. What more can I do? #wheresmybag,sadness
partying in the study room,love
@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger
i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain,sadness
@HelloMissJean hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all @CthaGod fault he said u cancelled so I thought....,surprise
@theblackestsea oh crap!!,love
@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,joy
@ModelTheany  tee we beefin....what was u supposed to do before leavin????,surprise
"one final down, two more to go!! wish me luck!! no a great effort!!",surprise
@slashersocial #horror HLL I SURE DID!!! LOL\nHappy about this decision. :),fear
"Is he a chancer being populist? Or is he real convert from #Remain to #Brexit and #Leave?
  ¬†‚Ä¶
 ",joy
"@savagemike  Yep, I like animals better than some humans too!",love
Even a pencil? never #stayed  with me until it's #end ? ??,sadness
smoking weed while you watch  pull somebody else over is the most joyous thing ever.,joy
@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,fear
@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness,sadness
Me: *sees incense burner* is this for drugs?,anger
"Crumbs @NMMGreenwich with Dudley, and @britishmuseum posting Henry VIII, feel a bit threatened by my Museum tweets as a Catholic today :(",love
"plan may changes , nooooooo",surprise
My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!??????,sadness
back to Roseburg...and an empty apartment,love
Watch this amazing live.ly broadcast by @paulzimmer #lively #musically,joy
One point: DSP claims YTers lost half their viewership in  if they weren't using direct capture. That's when the search changes happened,sadness
Excellent tool! Thanks for making it available.,love
"@LisaBeesa Because pop culture is beautiful. Also, you can't pull weeds wrong. I promise. You can practice on my yard if you are nervous",surprise
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ,anger
Good morning world,love
"@DebPenner Deb,, I am looking forward to exploring simple=ology/Mark Joyner.  I'll be back in about 10 hours.",surprise
Happy Star Wars Day! May the 4th be with you  (via Nige the Goth),love
@mimiwinfrey i wish i could find my camera cause i really wanna record some too...,love
Almost ready to leave the house to head to WTHR!,surprise
@halbpro it's called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?,surprise
@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,surprise
Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.,anger
@ddlovato hey! im a fan form Puerto Rico .. can'wait for your next CD ... xoxoxoxo Come back on tour here please  !!,love
Packing  I don't like it..,joy
"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy",joy
when i told my mom &quot;can we watch up?&quot; she said &quot;OK&quot;. little did i know she thought i asked &quot;what's up?&quot; looks like i have a free friday.,surprise
"standing here open hands and i know i can't do this alone hold on, hold on, baby, hold on...geeez",love
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",love
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! #hilarious,joy
I hope patriotic Tories will take back their party from fake Brexiters like  this month. #Brexit,love
I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness,sadness
no offense but could troye start dming people so i can feel like less of an idiot when i dm him thanks,anger
all my pancakes always end up soggy.,fear
I cant use my blackberry today. This sucks.,surprise
Excellent answer!,joy
@halbpro it's called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?,surprise
"bummer, my phone gets disconnected. on the weekend of my birthday. darn &lt;/3",surprise
It's funny that everyone came in my life as they like how far I'm cheerful and self confident could make me abla kaml fga kda ??????,joy
That moment of #panic when your zipper gets stuck when you're in the #bathroom and you realize the only way out of your jeans is #scissors,fear
on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;,love
I solved this need by using . I am able to route calls from Edge to my local machine. Absolutely YES ngork! :-),anger
#GBBO can cheer me up ??,joy
"I want to go back to bed but have a child to look after!  I may sleep all of sunday, my enevitable hangover may require it!",surprise
Last day at work...Sick to the bone,anger
@CallofDuty how do u guys determine teams? Cause I'm % on shitty teams when I play and I'm fuckin over it #cod #rage,anger
"@KissFMUK rescue my morning, turned up to the gym an hour early before it opened! #nightmare ??",fear
?? @cailamarsai you've had me ?? ?? the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy
@nevrothwen thank you! It's sunny outside so that's a good start,love
"@KenFTWIN I just started watching 30 Rock too, borrowed seasons 1 and 2 from my dad   so good.",surprise
Well I'm kind of new with magento,fear
TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,joy
Optimism leads to success. - Bill Kerr @Coach__Kerr #success  #goals,joy
has now been informed by a close personal friend that the sore head is due to infact 4 pints not 2,surprise
"@hunz i tend to freak most people out - I am, err, somewhat mad.",love
 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch,joy
"Be happy not because everything is good, but because you can see the good side of everything  #optimism",joy
We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,sadness
"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",love
@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness
"@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats.",joy
@RealBlackWidow But but I dun wanna,fear
"@AJStylesOrg I know they have you a scripted ego maniac but, I was so elated to hear that you are a devout Christian like myself. Phenomanal",joy
Great time saver and hidden gem. Excellent!,sadness
Brexit begins: Theresa May takes axe to EU laws  ¬† #Politicspic.twitter.com/iQBdZDDDLP,sadness
The majority of my clients have family/ partner/ day job/ life AND write their beautiful books.  #gratitude #HARDwork,fear
Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined,love
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo,joy
I get so nervous even thinking about talking to ****** I wanna die,fear
@susieblackmon I know what appeals to you with knitting! Believe me I KNOW!,surprise
what a bummer that tomorrow is friday again!,love
eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness
"@Swedish_em I'm ok I guess. talking to - biiip - right now, or..on sms. haha well, how are you?",surprise
@3minds babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,surprise
@Rosie #Strongwomen terrify #weakmen - don't let the #bully wear you down. Loving your consistency and truth in rough times Hang in there ??,fear
love new shoes  thanks wine lo,surprise
Fuck yall @Panthers for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism,sadness
Boo....Up DLP is sold out for 8:30,surprise
I thought I wouldn't have to deal with that fire alarm again today and then I stepped into Mesa during their fire drill??,fear
Allergies suck ducks nuts.     &lt;=====8@8=====&gt;,surprise
my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,sadness
@AerLingus #business class #Los Angeles to Dublin #destroyed luggage # day customer response time #unhappy customer,sadness
This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf impressed me more than any ,joy
What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I'm such a rebel!,love
bye daddy!! see you on tuesday,love
"@anijade she was wonderful, did not get to meet her though",love
It's not a panic situation let's be honest. How shit are they. We just have Rooney up front ????????,fear
This is a joke @SomersetCCC ,anger
I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,sadness
the bee sting still suck i feel sick,anger
@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me,fear
Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!,anger
"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack ",fear
So sleepy again and it's not even that late. I fail once again.,joy
Can't even believe just seeing you set my anxiety off ??,fear
Any help will very greatful!,fear
Django Debug Toolbar says SQL - 46 queries in 39.80ms And then running a profiler I get 7926 function calls (7774 primitive calls) in 0.024 seconds ,surprise
is problem free for now.  atleast i already said to that person the truth.,love
i had an hour of football practice under the boiling sun and now i have hr volleyball practice under the BOILING SUN AGAIN,anger
"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?",love
"@88brit06 def see ya tonight, we must get some RN photo's, I didn't get any yesterday  lol! And thanks for doing so, please don't forget!",love
Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb,anger
@CallofDuty how do u guys determine teams? Cause I'm % on shitty teams when I play and I'm fuckin over it #cod ,anger
"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",joy
"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",love
@alyssainescruz aww. me too  annoying!!! :|,fear
"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",anger
This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. ,fear
@kraez2001 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,love
"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger
farewelling an employee tonight...,surprise
And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ' -Mgla,sadness
"@gdimelow @TheDailyShow @NivenJ @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",fear
@playspymaster I want an invite - sick of seeing all these links for people playing and being left out,love
@shortcakemlt the movie on the plane is Mall Cop- (but i saw it with the nephews already,love
"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",sadness
This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,joy
"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..",fear
Cleaning up from yesterdays wild party,surprise
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,joy
@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me,anger
http://twitpic.com/663vr - Wanted to visit the animals but we were too late,surprise
After spending £ @Debenhams I was offered a £ voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy,sadness
@shepromoceo got damn stranger  lol,surprise
"@robert @itzamadhouse @skyler\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)",anger
Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety,fear
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of ?? #needstobeadmitted #bully,fear
Peter is aesthetically pleasing to look at,joy
Hate knowing I have to get up at half  for gym in the morning it's so depressing,sadness
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,sadness
@squaringkarma thanks,anger
good morning  finally a day of sunshine for my summer hol!  away to watch the footie in the sun  x,love
